text,category,is_emergency,style,subcategory
"Кирпич с фасада падает, срочно оградите.",other,1,short,отслоение кирпичной кладки
"В квартире 45 на пятом этаже прорвало трубу горячего водоснабжения. Кипяток хлещет по стояку, вода уже заливает соседей снизу. Прошу направить аварийную бригаду незамедлительно.",water,1,formal,прорыв трубы ГВС
да здравствуйте у нас в туалете потоп канализация обратно полезла всё воняет приезжайте скорее аварийка,water,1,voice,засор канализации
на ул ленина 12 подьезд 3 в подвале течет горячая вода пар валит срочно пришлите аварику,water,1,typo,утечка горячей воды
"Вы что там все с ума посходили?! У нас в квартире фонтан из стояка, вода кипяток, дети дома! Если сейчас не приедете, я в ГЖИ и в прокуратуру! Аварийка нужна немедленно, мы тонем!!!",water,1,emotional,прорыв стояка ГВС
"засорился стояк, всё плывёт",water,1,short,засор канализации
"Здравствуйте, я житель квартиры 14, подъезд 3. Прошу вас принять заявку по отоплению: батарея в спальне едва тёплая, хотя стояк горячий. Обращалась в диспетчерскую дважды, но мастера так и не было. Прошу провести проверку и при необходимости промыть или продуть радиатор. С уважением, Ольга Викторовна.",heating,0,formal,Слабое тепловыделение радиатора
да здравствуйте это квартира 7 батарея на кухне кароче булькает и верх холодный а низ горячий наверно воздух попал сделайте что нибудь чтобы спустили воздух а то скоро зима а у нас окна открыты,heating,0,voice,Завоздушивание радиатора
здравствуйте у нас в кв 33 на батарее в зале маленькая течь в месте где тудба подходит капает но не сильн хотелось бы чтоб подтянули или прокладку поменяли пока совсем не порвало,heating,0,typo,Микропотечь в соединении
"УК вы вообще чем занимаетесь?! Третью неделю батарея в детской комнате чуть тёплая, ребёнок спит в кофте и носках! Я уже писала заявки, звонила вам — толку ноль. Напишу в ГЖИ и Роспотребнадзор, если к пятнице не придёт слесарь!",heating,0,emotional,Холодный радиатор в детской
батарея еле тёплая весь стояк горячий подъезд 1 кв 5,heating,0,short,Неравномерный нагрев стояка
"Прошу провести осмотр балконной плиты квартиры 45. Обнаружены трещины в штукатурке, состояние плиты вызывает опасения. Просьба включить ремонт в план работ.",other,0,formal,балкон
да здравствуйте это опять я из 8 квартиры у нас на фасаде отваливается штукатурка под окном пока не падает но уже висит посмотрите пожалуйста,other,0,voice,фасад
"Здраствуйте, на чердаке возле 5 подъезда заметил протечку, вода капает с кровли в одном месте. Не авария но пусть кто-нибуть глянет.",other,0,typo,кровля
"Уже год пишу про трещины на фасаде дома, никто не реагирует. Когда начнете ремонт? Прошу хотя бы включить в план, не дожидайтесь беды.",other,0,emotional,фасад
"Сосульки на карнизе, проверьте.",other,0,short,сосульки
"Здравствуйте. В подъезде №3 из подвального помещения идёт густой дым. Дверь в подвал заперта, попасть внутрь невозможно. Прошу срочно направить аварийную службу для вскрытия двери и проверки. Адрес: ул. Ленина, д. 10, подъезд 3. Опасность задымления.",door,1,formal,дым из подвала
алло аварийка тут кароче дверь входную сорвало с петель она лежит поперек прохода и людей из подъезда выпустить не может особенно на втором этаже там старушка выйти не может дымом пахнет вроде пожар короче приезжайте быстрее,door,1,voice,сорвана входная дверь
здрасти у нас домофон не работает а я с ребенком на улице замерзли ключи забыли дверь не открыть на улице минус 20 приезжайте срочно адрес ленина 10 подъезд 1,door,1,typo,не работает домофон
"Это что за безобразие?! Ваш доводчик чуть не убил моего ребёнка! Дверь с такой силой хлопнула, что стекло разлетелось на осколки, они летели в людей! Мы теперь боимся выходить из подъезда! Вызывайте МЧС, немедленно огородите этот вход и всё исправьте, я напишу жалобу в ГЖИ!!!",door,1,emotional,разбито стекло двери
"Дверь заклинило, человек застрял, подъезд 2, срочно!",door,1,short,человек застрял в двери
"Здравствуйте, УК. В подъезде №5 на втором этаже жильцы складируют старую мебель и картонные коробки прямо перед эвакуационным выходом. Проход полностью перекрыт, при пожаре мы не сможем выйти. Прошу срочно вывезти мусор и устранить нарушение.",cleaning,1,formal,захламление выхода
але уо тут такое дело в третьем подъезде на первом этаже разлили ртуть из градусника кароче шарики катаются все дети бегают надо срочно приехать и убрать а то отравимся,cleaning,1,voice,разлита ртуть
"УО! В подъезде 7 на площадке 3 этажа разбросан мусор и осколки стекла, кто-то разбил банку, дети могут порезаться, срочно уберите, опасно! Кв 45",cleaning,1,typo,осколки стекла
"Да что у вас за УО?! В нашем дворе возле мусорных баков разбросаны шприцы и мусор, дети играют рядом! Это же опасно! Немедленно пришлите дворника, а то я напишу в ГЖИ и Роспотребнадзор! Подъезд 2, кв 56!",cleaning,1,emotional,шприцы во дворе
"Мусоропровод забит, пахнет гарью, подъезд 4, срочно!",cleaning,1,short,забит мусоропровод
"Здравствуйте, я житель квартиры 15, подъезд 3. В электрощитке на втором этаже сильное искрение, слышен треск, запах гари. Прошу срочно направить аварийную бригаду, так как возможен пожар.",light,1,formal,искрение в щитке
але здравствуйте это из 5 подъезда кароче в щитке на первом этаже что-то сильно искрит и дым идет уже вырубает свет во всем подъезде приезжайте быстрее,light,1,voice,дым из щитка
"здравствуйте в подезде 2 на площадке 3 этажа розетка искрит и пахнет пластмасой страшно, приезжайте скорее, адрес: ул. Ленина 10",light,1,typo,искрит розетка
"Да что за УК вообще?! У вас провода голые из щитка торчат, искрят так, что весь подъезд мигает, уже дым пошел! Вы хотите нас сжечь?! Немедленно вызывайте АДС, я буду жаловаться в ГЖИ!",light,1,emotional,оголенные провода в щитке
"Искрит щиток, дым, срочно!",light,1,short,искрит щиток
"Здравствуйте. В подъезде №3 плохо закрывается входная дверь, доводчик ослаб, из-за этого дверь остаётся приоткрытой. Просьба отрегулировать доводчик.",door,0,formal,доводчик не закрывает дверь
да здравствуйте тут кароче домофон в первом подъезде не работает кнопка открытия двери набираешь квартиру а она не открывает замок зря только жмешь кнопку надо бы починить,door,0,voice,домофон не открывает дверь
"Здравствуйте. В подезде 2 замок на двери подвала заедает, ключ проворачивается но щеколда не отходит. Раньше работал, сейчаз не открыть. Притенте мастер",door,0,typo,замок подвала заедает
"Когда уже почините дверь в подъезд?! Она хлопает как проклятая, доводчик стучит на весь дом, спать невозможно! Мы вам не раз писали, а воз и ныне там. Вызывайте мастера немедленно, иначе пожалуемся в ГЖИ!",door,0,emotional,стук доводчика
Доводчик на двери 5 подъезд сломан.,door,0,short,сломан доводчик
"Прошу провести уборку в подъезде №3, так как полы на лестничных клетках давно не мылись, а на площадках скопился бытовой мусор. Также необходимо вывезти крупногабаритные отходы, складированные у мусорных баков во дворе.",cleaning,0,formal,подъезд
да здравствуйте тут уборщица не приходила уже неделю у нас в подъезде грязь страшная и пахнет особенно на втором этаже прошу принять меры,cleaning,0,voice,подъезд
"здарвствуйте, на плошадке возле мусоропровда разбросан муссор и какието пакеты лежат, уберте пожалуста, 2 подъезд",cleaning,0,typo,мусоропровод
"Когда уже будет порядок во дворе?! Весь в мусоре, урны переполнены, ветки и листья никто не убирает. Вы вообще работаете или только деньги собираете? Жалобу в ГЖИ напишу!",cleaning,0,emotional,дворовая территория
Не вымыт пол в холле 1 этажа,cleaning,0,short,подъезд
"Здравствуйте, я житель квартиры №15, подъезд 3. С крыши нашего дома свисают огромные сосульки, одна уже упала возле входа, едва не задев прохожего. Требуется немедленно оградить опасную зону и сбить наледь, так как существует реальная угроза жизни людей. Прошу принять срочные меры.",other,1,formal,сосульки
да здравствуйте это аварийка? у нас на доме пять отходит кусок фасада прямо над тротуаром уже штукатурка падает чуть не убило человека приезжайте срочно огородите,other,1,voice,отслоение штукатурки
"с фасада дома отваливаются кирпичи, один упал рядом с подъездом, нужно срочно оградить и убрать, а то будет беда. адрес: ул. Ленина, 12, подъезд 2",other,1,typo,падение кирпичей
"Вы что там совсем охренели?! У нас балкон разваливается, куски бетона летят прямо на детскую площадку! Я уже вызвала полицию и напишу жалобу в ГЖИ, если вы сию секунду не пришлете аварийную бригаду! Это же убить могут!",other,1,emotional,разрушение балкона
"Срочно! Кровля рушится, заливает квартиру, потолок трещит.",other,1,short,протечка кровли
В подъезде №3 на 5 этаже не горит лампа в светильнике. Прошу заменить. Кв. 45.,light,0,formal,перегорела лампа
здрасте это снова я со второго подъезда у нас на площадке свет не работает в темноте страшно ходить сделайте что нибудь,light,0,voice,нет света на площадке
"на 4 этаже в первом подьезде перегорела лампочка втабличке светильника, замените пожалуйста, а то темно",light,0,typo,перегорела лампа
Доколе можно жить в темноте?! Уже неделю не горит свет в холле первого этажа! Вы вообще работаете или только деньги собираете? Жалобу в ГЖИ напишу!,light,0,emotional,нет света в холле
"Не горит лампа в подъезде, 2 этаж.",light,0,short,перегорела лампа
"Я, житель квартиры 12, подъезд 2, сообщаю, что лифт остановился между 4 и 5 этажом, и я нахожусь внутри кабины. Двери не открываются, кнопка вызова не работает. Прошу срочно направить аварийную службу.",lift,1,formal,застрял в лифте
здравствуйте это снова я с пятого этажа кароче лифт опять встал и я внутри как в клетке двери не открываются сделайте что-нибудь быстро а то я бояться начинаю,lift,1,voice,лифт остановился между этажами
застрил в лифте на 3 этаже двери не открываются очь холодно вызовите спасателей быстрее,lift,1,typo,застревание в кабине
"Вы что там совсем уже! Лифт опять сломался, я застряла с маленьким ребенком!! Это безобразие! Мы тут задыхаемся! Немедленно приезжайте, а то я напишу жалобу в ГЖИ и прокуратуру!",lift,1,emotional,застряла с ребенком
Лифт застрял. Я внутри. Срочно помощь.,lift,1,short,аварийная остановка лифта
"Здравствуйте, в квартире 45 по адресу улица Ленина, дом 5, произошёл прорыв трубы горячего водоснабжения. Вода заливает соседей снизу, необходимо срочное вмешательство аварийной службы.",water,1,formal,прорыв трубы ГВС
да здравствуйте кароче у нас в подвале потоп и вонь канализация забилась все течет не знаю что делать приезжайте скорее,water,1,voice,засор канализации
здрасти у меня в ванной потолок течет с верху вода капает горячая видимо труба лопнула у соседей помогите,water,1,typo,протечка с потолка
"Когда вы уже научитесь работать?! У нас уже второй раз за месяц прорвало трубу с холодной водой, весь подъезд в воде, дети не могут пройти! Вызывайте АДС немедленно, иначе я пишу жалобу в ГЖИ!",water,1,emotional,прорыв трубы ХВС
"У меня кипяток из крана, заливает соседей!",water,1,short,кипяток из крана
"Здравствуйте, я житель квартиры 12 в подъезде 3. В комнате батарея едва тёплая, хотя на улице холодно. Прошу проверить систему отопления и устранить завоздушивание.",heating,0,formal,слабое тепло батарей
да здравствуйте кароче батарея в комнате чуть подтекает капает так что подставил кружку пришлите сантехника подтянуть гайку,heating,0,voice,подтекает радиатор
"Жалоба: в зале батаря холная, а на кухне горячая, видать воздух в системе. Пришлите мастера развоздушить стояк. Кв 45.",heating,0,typo,завоздушивание стояка
"Почему в квартире холодно?! Уже третий день батареи чуть тёплые, а вы говорите ""идут работы""! Сколько можно терпеть? Жду сантехника сегодня, иначе пишу в ГЖИ!",heating,0,emotional,холодные батареи
У меня холодная батарея в квартире 8.,heating,0,short,холодная батарея
"Уважаемая управляющая компания, прошу провести осмотр балконной плиты в квартире 17 (подъезд 2). На балконе видны трещины и отслоение бетона, которые постепенно расширяются. Это создаёт риск обрушения фрагментов. Прошу включить ремонт в план текущего ремонта фасада.",other,0,formal,разрушение балконной плиты
да здравствуйте тут наше крыша вроде протекает в третьем подъезде на пятом этаже будет видно пятна на потолке и капает когда дождь сильный пришлите посмотрите пожалуйста,other,0,voice,протечка кровли
"Здраствуйте! В 1 подезде на фасаде оьваливаеться штукатурка с панелей, куски летят вниз. Ходить страшно. Приймите меры, заделайте дыры. Кв 5.",other,0,typo,отслоение штукатурки фасада
"Почему вы не убираете сосульки с балконов?! У меня над лоджией висит целая глыба, солнце припекает - вот-вот упадёт! Это просто ужас, мы с женой боимся выходить на улицу. Немедленно пришлите кого-нибудь сбить её, а то я сам вызову МЧС и напишу на вас во все инстанции!",other,0,emotional,сосульки и наледь
Козырек над подъездом треснул и провис,other,0,short,повреждение козырька
"В подъезде №3 на лестничной площадке 2 этажа разлито большое количество машинного масла. Жители подскальзываются, требуется срочная уборка с применением абсорбента. Прошу принять меры немедленно, так как есть риск падения людей.",cleaning,1,formal,разлитое масло на лестнице
да здравствуйте аварийка у нас тут мусоропровод дымит в подъезде пять запах гари сильный приезжайте скорее,cleaning,1,voice,дым из мусоропровода
"с крыжы свисаит большая глыба льда над входом в подэзд, уборка снега не сделана, может убить кавонибуть, срочно премите меры",cleaning,1,typo,ледяная глыба над входом
"ВЫ ЧТО ТАМ СОВСЕМ ОФИГЕЛИ?! ВОЗЛЕ ПОДЪЕЗДА ГОРИТ КОНТЕЙНЕР С МУСОРОМ, ОГОНЬ НА ДОМ ПЕРЕКИНЕТСЯ, ВЫЗЫВАЙТЕ МЧС И ПРИЕЗЖАЙТЕ НЕМЕДЛЕННО, Я В ГЖИ ПОЖАЛУЮСЬ!!!",cleaning,1,emotional,горящий мусорный контейнер
мусор заблокировал эвакуационный выход 1 подъезд,cleaning,1,short,завал аварийного выхода
да здравствуйте это квартира 45 у нас в подвале дверь заклинило а там соседка вниз спустилась за банками и не может выйти кричит помогите приезжайте скорее,door,1,voice,заклинило дверь подвала
"Да что за работа такая! Входная дверь заклинила, мы с ребенком заперты в подъезде, воняет дымом, вызывайте МЧС, я на вас в прокуратуру подам, немедленно пришлите кого-нибудь!",door,1,emotional,заклинило входную дверь
"Уважаемая управляющая компания! Прошу срочно принять меры в связи с аварийным состоянием доводчика входной двери в подъезде №3. Дверь захлопывается с большой силой, в результате чего был травмирован ребенок. Требуется немедленная замена доводчика.",door,1,formal,поломка доводчика
здрствуйте у нас в подезде домофон сломался дверь не открывается ваще все заперты внутри помогите авария,door,1,typo,не открывается дверь
"Вижу дым из подвала, дверь заперта",door,1,short,дым из подвала
"Здравствуйте, я житель квартиры 54. В подъезде №3 на первом этаже из электрического щитка идёт густой дым и слышно потрескивание. Прошу срочно направить аварийную бригаду, существует реальная угроза возгорания.",light,1,formal,дымит щиток
да здравствуйте тут кароче щиток в подъезде искрит сильно дым пошёл и запах гари я боюсь вызывайте аварийку быстрее,light,1,voice,искрит щиток
"в 5 подъезде на 2 этаже проада оголена иксрит, запах гари, плошадь задымлена, нужна аварийка срочно",light,1,typo,оголенные провода
"Вы что там совсем охренели?! У нас в подъезде проводка искрит и пахнет гарью, щиток дымит!!! Если пожар начнётся, я на вас в ГЖИ заявление напишу, вызывайте АДС немедленно!!!",light,1,emotional,запах гари
щиток дымит 4 подъезд срочно,light,1,short,дымит щиток
"Здравствуйте, прошу провести уборку в подъезде №3 на 5 этаже. Уже несколько дней не моют полы и не вытирают пыль на подоконниках. Прошу принять меры.",cleaning,0,formal,некачественная уборка подъезда
да здравствуйте короче у нас во дворе мусорка переполнена и вокруг баков всё валяется уже неделю приберите пожалуйста,cleaning,0,voice,переполненные мусорные баки
"здрасти, в подезде 4 на полу мусор и пятна, не моют уже неделю, сделайте что-нибудь",cleaning,0,typo,грязный пол в подъезде
"Да сколько можно! Воняет из мусоропровода на весь подъезд, развели антисанитарию! Я уже писала в УК, никто не реагирует! Примите меры немедленно, иначе я позвоню в ГЖИ!",cleaning,0,emotional,запах из мусоропровода
Не убран двор. Листья и мусор.,cleaning,0,short,неубранная дворовая территория
"Я, житель квартиры 45, обращаюсь с просьбой отремонтировать доводчик на входной двери третьего подъезда. Дверь закрывается с сильным хлопком, из-за чего в подъезде холодно. Прошу принять меры.",door,0,formal,неисправность доводчика
да здравствуйте это я из второго подъезда у нас домофон не работает на двери вообще не открывает я стою на улице замёрзла сделайте что нибудь,door,0,voice,не работает домофон
"здрстуйте я из 5 подъезда у нас не работает замок на двери подвала, дверь открыта, можт кто зайти, почините пожалуйста",door,0,typo,не работает замок подвала
"Я уже устал писать! Когда вы почините доводчик на входной двери?! Уже месяц дверь хлопает как ненормальная, я все нервы истратил, буду жаловаться в ГЖИ!",door,0,emotional,доводчик входной двери
"У меня не открывается домофон, 1 подъезд",door,0,short,домофон не открывает
"Я, житель квартиры 25, подъезд 3, нахожусь в лифте, который застрял между 4 и 5 этажами. Двери не открываются, кнопка вызова диспетчера не работает. Прошу немедленно направить аварийную бригаду для моего освобождения.",lift,1,formal,застрял между этажами
алло диспетчер я в лифте застрял между этажами помогите скорее двери не открываются воздуха мало,lift,1,voice,застрял в лифте
здравствуйте я в лифте застрял между 3 и 4 этажом двери не откраваются вызовите спасателей быстрее,lift,1,typo,застревание
"Какого черта ваш лифт опять встал?! Я застрял тут как дурак, у меня клаустрофобия и паника! Вызовите кого-нибудь немедленно, иначе я подам на вас в ГЖИ и напишу жалобу во все инстанции!",lift,1,emotional,застревание с паникой
"Я застрял в лифте, 5 подъезд.",lift,1,short,застрял в лифте
"Здравствуйте. В подъезде №3 на 2-м этаже не горит лампа освещения. Прошу заменить перегоревшую лампу в срок, предусмотренный регламентом. Квартира 25.",light,0,formal,перегоревшая лампа
да здравствуйте в подъезде на пятом этаже моргает свет и щёлкает выключатель кароче посмотрите пожалуйста,light,0,voice,мигание света
"здравствуйте у нас в подезде не работает лампочка на 1 этаже уже неделю, приезжайте замените",light,0,typo,отсутствие освещения
"Когда уже вы замените лампочку в подъезде?! У нас темнотища, можно ногу сломать! Вечно всё на потом, напишу жалобу в ГЖИ!",light,0,emotional,отсутствие освещения
"Не горит свет в подъезде, 4 подъезд.",light,0,short,перегоревшая лампа
"Я, собственник квартиры 12, сообщаю о прорыве трубы горячего водоснабжения в ванной комнате. Кипяток хлещет под давлением, перекрыть стояк нет возможности, вода уже заливает соседей снизу. Требую немедленного выезда аварийной бригады для отключения стояка.",water,1,formal,прорыв трубы ГВС
здравствуйте кароче у нас канализация засорилась из унитаза вода с дерьмом лезет по всей квартире вонь жуткая шваброй не успеваю собирать приезжайте скорее кв 78 подъезд 5,water,1,voice,засор канализации
"срочна памагите прорвало батарею или трубу в кухне вада кипит на полах уже все поплыла, дверь заклинило от разбухшего линолиума, аварийку вызывайте быстрее кв 3 подьезд 1",water,1,typo,прорыв трубы ГВС
"ДА ВЫ ЧТО ТАМ СОВСЕМ ОХРЕНЕЛИ?! У НАС ИЗ СТОЯКА ХВС ФОНТАНОМ ПРЕТ, В КВАРТИРЕ ПОТОП, ПОТОЛОК У СОСЕДЕЙ РУШИТСЯ! НИКТО НЕ ПРИЕХАЛ ЗА 20 МИНУТ! ВЫЗЫВАЮ ГЖИ И МЧС, БУДЕТЕ ЗА ВСЁ ПЛАТИТЬ, ТВАРИ! КВ 54 ПОДЪЕЗД 3!!",water,1,emotional,прорыв трубы ХВС
"канализацию прорвало, всё заливает, срочно пришлите аварйку",water,1,short,засор канализации
Здравствуйте. Требуется немедленный выезд аварийной службы: с крыши нашего дома нависают массивные сосульки над входом в подъезд №3. Существует прямая угроза жизни прохожих. Прошу оградить опасный участок и удалить наледь в кратчайшие сроки.,other,1,formal,сосульки
алло аварийка тут балкон шатается и куски штукатурки летят вниз на детскую площадку кароче срочно приезжайте пока не убило кого,other,1,voice,балкон
срочно! крыша течет кв 25 потолок обвалился вода идет по стенам заливает соседей не знаю что делать приезжайте быстрее,other,1,typo,кровля
"Вы что там совсем обнаглели?! С фасада отваливается облицовка и падает прямо на тротуар! Люди ходят под окнами! Я уже два раза звонила, никто не приехал! Немедленно вызывайте вышку и огородите проход, иначе я напишу в ГЖИ и прокуратуру!",other,1,emotional,фасад
"Сосулька упала у подъезда, чуть меня не убила. Срочно!",other,1,short,сосульки
"Прошу принять меры по улучшению отопления в квартире №45. Батареи в комнате едва теплые, температура в помещении не поднимается выше 18 градусов. Прошу направить специалиста для проверки системы.",heating,0,formal,слабое отопление
да здравствуйте это квартира семнадцать у нас батарея в спальне одна холодная остальные горячие кароче наверное воздух в трубах пришлите кого нибудь посмотреть,heating,0,voice,завоздушивание
"куаотртира 23. в кухне батарея течет маленько с крана, капает в банку. не авария но надоело. придите почините",heating,0,typo,течь радиатора
"Когда вы уже нормально сделаете отопление?! Третий день батареи чуть теплые, дети замерзают! Я требую немедленно проверить стояк, это просто безобразие! Позову в ГЖИ!!",heating,0,emotional,слабое отопление
в квартире холодно батареи не греют,heating,0,short,слабое отопление
"Здравствуйте. По адресу улица Ленина, дом 5, подъезд 3, на лестничной площадке между 2 и 3 этажом сильно искрит распределительный щиток. Виден дым, слышно потрескивание, запах горелой проводки. Прошу направить аварийную бригаду незамедлительно, так как существует угроза пожара.",light,1,formal,искрение щитка с дымом
да здравствуйте тут кароче в подъезде на первом этаже щиток искрит сильно аж дым валит и пахнет горелым пластиком я боюсь что загорится приезжайте быстрее,light,1,voice,искрение щитка с дымом
"згорэл щиток в подезде 4 на 2 этаже, видны искры и пламя, провода плавятся, воняет гарью, срочно выезжайте, а то пожар будет",light,1,typo,возгорание проводки
"Вы что там все с ума посходили?! У нас в подъезде уже полчаса искрит проводка, дым стоит коромыслом, света нет, воняет горелой изоляцией! Вы когда аварийку вышлете?! Чтобы я завтра же в ГЖИ на вас жалобу накатала за халатность! Немедленно приезжайте!",light,1,emotional,задымление в щитовой
"Здравствуйте, управляющая организация. Я проживаю в квартире 45, подъезд 2. В настоящее время на фасаде здания со стороны двора наблюдается отслоение штукатурки в районе балкона. Кусочки не падают, но существует риск дальнейшего разрушения. Прошу провести осмотр и запланировать ремонтные работы. С уважением, В. П. Смирнов.",other,0,formal,отслоение штукатурки фасада
здравствуйте это житель 15 квартиры у нас на чердаке капает вода из трубы протекает крыша но не сильно приезжайте посмотрите плиз,other,0,voice,протечка кровли
"Здравствуйте, у нас на балокне трещина по всей длине, не осыпается, но страшновато. Придите посмотрите, кв 33, подъезд 4",other,0,typo,трещина на балконе
"Доколе можно терпеть?! Уже месяц с подоконника в подъезде течёт, вы даже не отреагировали! Я все записала, подам жалобу в ГЖИ, если не пришлете мастера! Квартира 12, подъезд 5.",other,0,emotional,протечка в подъезде
Козырёк подъезда треснул.,other,0,short,трещина козырька
"Я житель квартиры 15, подъезд 2. На лестничной площадке между 3 и 4 этажом разлито масло, пол скользкий. Я сам чуть не упал, а пожилые люди могут пострадать. Прошу срочно направить АДС для устранения опасности.",cleaning,1,formal,разлитое масло на лестнице
здрасти это квартира 7 кароче в подъезде пахнет гарью и из мусоропровода дым валит наверное там что то тлеет приезжайте скорее,cleaning,1,voice,задымление мусоропровода
я с 3 подъезда у нас психический сосед выкинул в мусоропровод банку с химей и теперь едкий дым по всему подъезду дышать нечем,cleaning,1,typo,едкий дым от мусоропровода
"Вы что совсем офигели?! У подъезда в контейнере мусор горит! Я уже вызвала пожарных, но вы тоже обязаны приехать! Это ваша территория, вы обязаны убирать! Немедленно!",cleaning,1,emotional,горящий мусор в контейнере
Я поранился о стекло у подъезда,cleaning,1,short,осколки стекла у входа
Здравствуйте. В подъезде №3 неисправен доводчик на входной двери: дверь слишком быстро закрывается и сильно хлопает. Просим отрегулировать или заменить доводчик. Квартира 15.,door,0,formal,доводчик
да здравствуйте это из второй квартиры у нас домофон не работает набираешь код а он не открывает дверь приходится ждать пока кто-то выйдет сделайте что-нибудь,door,0,voice,домофон
"Добрый день, в подъезде 1 сломан замок на двери в подвал, дверь не закрывается, туда кто хочет лазит. Почините пожалуйста, кв 7",door,0,typo,замок подвала
"Когда уже вы почините этот чертов домофон?! Уже неделю не работает, я каждый раз не могу попасть домой! Вы вообще работаете или только деньги собираете?! Жалобу в ГЖИ напишу!",door,0,emotional,домофон
"доводчик не работает, 5 подъезд",door,0,short,доводчик
"Здравствуйте. Прошу произвести уборку в подъезде №3, так как полы не мылись уже более двух недель, на лестничных клетках пыль и грязь. Просьба усилить график уборки.",cleaning,0,formal,грязный подъезд
добрый день у нас во дворе возле третьей секции вечно бросают мусор мимо бака помогите пожалуйста наведите порядок а то собаки все растаскивают,cleaning,0,voice,мусор во дворе
"здарова уоп мусоропровод забился на пятом этаже, воняет жутко, а уборщица сказала что это не её дело. пришлите когонить прочистить",cleaning,0,typo,забит мусоропровод
"Когда вы уже наймете нормальную уборщицу?! Весь подъезд в листьях и окурках, а на площадке первого этажа лужа непонятно чего! Написала жалобу в ГЖИ, если не уберете к пятнице!",cleaning,0,emotional,грязь на лестничной клетке
"Двор не убран, мусор валяется.",cleaning,0,short,неубранная дворовая территория
"Я, житель квартиры 15, вынужден сообщить, что входная дверь подъезда №1 заблокирована из-за неисправности замка. В подъезде наблюдается сильное задымление, и я не могу покинуть здание. Требуется срочное вмешательство аварийной службы для открытия двери и эвакуации.",door,1,formal,заблокирована входная дверь
алло аварийка у нас дверь подъезда заклинило и не открывается вообще а я слышу как в подвале что то шипит и пахнет газом помогите приезжайте быстрее,door,1,voice,заклинило дверь подъезда
